Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Brand_Name,Ticker,Industry_Tag,Country
2023-09-20 00:00:00-04:00,58.29999924,58.83000183,58.08000183,58.43999863,14766600,0,0,the coca-cola company,KO,food & beverage,usa
2023-09-20 00:00:00-04:00,88.51999664,89.75,88.33999634,88.41999817,29900,0,0,adidas,ADDYY,apparel,germany
2023-09-20 00:00:00-04:00,160,160.1999969,156.8800049,157.2299957,1969700,0,0,american express,AXP,finance,usa
2023-09-20 00:00:00-04:00,63.36999893,63.36999893,63.36999893,63.36999893,0,0,0,puma,PMMAF,apparel,germany
2023-09-20 00:00:00-04:00,243.6300049,244.5299988,241.6699982,241.8600006,5756600,0,0,visa,V,finance,usa
2023-09-20 00:00:00-04:00,541.6900024,548.8499756,535.7299805,535.7800293,2626000,0,0,adobe,ADBE,technology,usa
2023-09-20 00:00:00-04:00,49.99000168,50.06000137,47.52000046,47.56999969,15313500,0,0,block,SQ,financial services,usa
2023-09-20 00:00:00-04:00,50.90999985,51.74000168,50.65999985,50.66999817,1807600,0,0,unilever,UL,consumer goods,netherlands
2023-09-20 00:00:00-04:00,55.95000076,56.04999924,55.43999863,55.5,12219900,0,0,cisco,CSCO,technology,usa
2023-09-20 00:00:00-04:00,149.6499939,150.25,148.1399994,148.3000031,7332000,0,0,jpmorgan chase & co,JPM,finance,usa
2023-09-20 00:00:00-04:00,156.7899933,158.6999969,155.6000061,155.7100067,261900,0,0,lvmh,LVMUY,luxury goods,france
2023-09-20 00:00:00-04:00,142.7599945,143.2700043,137.9499969,138.0099945,5189000,0,0,airbnb,ABNB,hospitality,usa
2023-09-20 00:00:00-04:00,199.6199951,202.9400024,199.6199951,199.8600006,1499900,0,0,marriott,MAR,hospitality,usa
2023-09-20 00:00:00-04:00,6.210000038,6.210000038,6.070000172,6.070000172,7900,0,0,ubisoft,UBSFY,gaming,france
2023-09-20 00:00:00-04:00,16.68000031,16.68000031,15.94999981,15.96000004,6545500,0,0,zoominfo,ZI,technology,usa
2023-09-20 00:00:00-04:00,190.1499939,192.5200043,188.5099945,188.75,477800,0,0,toyota,TM,automotive,japan
2023-09-20 00:00:00-04:00,153.0299988,154.3500061,152.5099945,152.7400055,1051600,0,0,hilton,HLT,hospitality,usa
2023-09-20 00:00:00-04:00,278.7399902,280.269989,277.1400146,277.2000122,1979300,0,0,mcdonald's,MCD,food,usa
2023-09-20 00:00:00-04:00,315,316.3500061,310.7999878,310.8599854,2320000,0,0,the home depot,HD,retail,usa
2023-09-20 00:00:00-04:00,413.769989,415.8500061,410.0799866,410.519989,1580000,0,0,mastercard,MA,finance,usa
2023-09-20 00:00:00-04:00,162.1900024,163.5399933,161.6600037,162.9100037,3837400,0,0,johnson & johnson,JNJ,healthcare,usa
2023-09-20 00:00:00-04:00,46.86500168,47.54000092,46.40000153,46.54999924,22582000,0,0,uber,UBER,technology,usa
2023-09-20 00:00:00-04:00,153.7700043,154.7799988,153.3600006,153.4700012,5446400,0,0,procter & gamble,PG,consumer goods,usa
2023-09-20 00:00:00-04:00,78.62000275,80.58999634,76.55999756,76.66999817,5459200,0,0,coinbase,COIN,cryptocurrency,usa
2023-09-20 00:00:00-04:00,251.6499939,254.1799927,250.1699982,250.5200043,4014600,0,0,fedex,FDX,logistics,usa
2023-09-20 00:00:00-04:00,100.0500031,100.9000015,98.98000336,98.98999786,2455100,0,0,3m,MMM,manufacturing,usa
2023-09-20 00:00:00-04:00,14.60999966,14.72999954,14.39000034,14.43999958,2790300,0,0,nordstrom,JWN,retail,usa
2023-09-20 00:00:00-04:00,21.47999954,21.54000092,21.18000031,21.20999908,860200,0,0,philips,PHG,technology,netherlands
2023-09-20 00:00:00-04:00,18.39999962,18.53000069,17.87999916,17.88999939,2585300,0,0,foot locker,FL,footwear,usa
2023-09-19 00:00:00-04:00,4.650000095,4.840000153,4.574999809,4.800000191,12741900,0,0,peloton,PTON,fitness,usa
2023-09-19 00:00:00-04:00,392.8399963,398.230011,390.25,396.2000122,4076800,0,0,netflix,NFLX,entertainment,usa
2023-09-19 00:00:00-04:00,561.6400146,565.3300171,559.4299927,564.3499756,1144700,0,0,costco,COST,retail,usa
2023-09-19 00:00:00-04:00,138.6999969,138.8399963,135.5599976,137.6300049,61482500,0,0,amazon,AMZN,e-commerce,usa
2023-09-19 00:00:00-04:00,177.5200043,179.6300049,177.1300049,179.0700073,51826900,0,0,apple,AAPL,technology,usa
2023-09-19 00:00:00-04:00,95.04000092,95.48999786,94.41000366,94.62000275,9386600,0,0,nike,NKE,apparel,usa
2023-09-19 00:00:00-04:00,119.4599991,120.7900009,118.9499969,120.1699982,4056200,0,0,target,TGT,retail,usa
2023-09-19 00:00:00-04:00,137.4199982,138.4100037,136.6199951,138.0399933,20353700,0,0,google,GOOGL,technology,usa
2023-09-19 00:00:00-04:00,158.5,160.8999939,156.2799988,160.1699982,1281900,0,0,spotify,SPOT,music,usa
2023-09-19 00:00:00-04:00,70.12000275,70.55000305,68.63999939,69.33999634,2399000,0,0,zoom video communications,ZM,technology,usa
2023-09-19 00:00:00-04:00,83.91999817,84.79000092,81.70999908,81.94000244,21478900,0,0,the walt disney company,DIS,entertainment,usa
2023-09-19 00:00:00-04:00,27.59000015,27.59000015,26.12000084,26.95999908,14637500,0,0,roblox,RBLX,gaming,usa
2023-09-19 00:00:00-04:00,10.85000038,10.93000031,10.84000015,10.84000015,1452700,0,0,nintendo,NTDOY,gaming,japan
2023-09-19 00:00:00-04:00,38.86999893,39.52000046,38.63999939,39.45000076,8175500,0,0,delta air lines,DAL,aviation,usa
2023-09-19 00:00:00-04:00,326.1700134,329.3900146,324.5100098,328.6499939,16505900,0,0,microsoft,MSFT,technology,usa
2023-09-19 00:00:00-04:00,29.07999992,29.20000076,28.67000008,28.90999985,6510300,0,0,southwest airlines,LUV,aviation,usa
2023-09-19 00:00:00-04:00,14.5,14.64000034,14.39000034,14.47999954,5544900,0,0,american eagle outfitters,AEO,apparel,usa
2023-09-19 00:00:00-04:00,264.3500061,267.8500061,261.2000122,266.5,103704000,0,0,tesla,TSLA,automotive,usa
2023-09-19 00:00:00-04:00,95.20999908,95.47000122,94.26999664,95.29000092,6803000,0,0,starbucks,SBUX,food & beverage,usa
2023-09-19 00:00:00-04:00,438.3299866,439.6600037,430.019989,435.2000122,37306400,0,0,nvidia,NVDA,technology,usa
2023-09-19 00:00:00-04:00,214.3899994,216.0599976,212.2599945,215.6999969,4001500,0,0,salesforce / slack,CRM,technology,usa
2023-09-19 00:00:00-04:00,36.56000137,36.81999969,36.43999863,36.66999817,1912100,0,0,honda,HMC,automotive,japan
2023-09-19 00:00:00-04:00,73.66000366,73.69000244,72.59999847,73.22000122,3016000,0,0,colgate palmolive,CL,consumer goods,usa
2023-09-19 00:00:00-04:00,212.3399963,212.8500061,208.6199951,209.0700073,1534100,0,0,hershey company,HSY,food & beverage,usa
2023-09-19 00:00:00-04:00,5.090000153,5.119999886,5.090000153,5.110000134,320100,0,0,porsche,POAHY,automotive,germany
2023-09-19 00:00:00-04:00,1934,1934,1898.5,1924.670044,161300,0,0,chipotle,CMG,food,usa
2023-09-19 00:00:00-04:00,102.4700012,102.4700012,102.4700012,102.4700012,0,0,0,bmw group,BAMXF,automotive,germany
2023-09-19 00:00:00-04:00,25.18000031,26.87999916,24.37999916,26.20999908,33504800,0,0,pinterest,PINS,social media,usa
2023-09-19 00:00:00-04:00,71.91999817,72.15000153,71.55999756,71.98999786,374700,0,0,logitech,LOGI,technology,switzerland
2023-09-19 00:00:00-04:00,59.16999817,59.22999954,56.88000107,58.33000183,13471600,0,0,shopify,SHOP,e-commerce,canada
2023-09-19 00:00:00-04:00,88.04000092,90.36000061,88,89.68000031,1632000,0,0,crocs,CROX,footwear,usa
2023-09-19 00:00:00-04:00,101.75,102.8600006,100.6999969,101.6100006,41704100,0,0,amd,AMD,technology,usa
2023-09-19 00:00:00-04:00,58.25999832,58.38999939,57.91999817,58.18000031,11998900,0,0,the coca-cola company,KO,food & beverage,usa
2023-09-19 00:00:00-04:00,88.11000061,88.76999664,87.5,88.66999817,22300,0,0,adidas,ADDYY,apparel,germany
2023-09-19 00:00:00-04:00,159.0500031,159.8699951,158.4499969,159.3500061,2230700,0,0,american express,AXP,finance,usa
2023-09-19 00:00:00-04:00,63.36999893,63.36999893,63.36999893,63.36999893,100,0,0,puma,PMMAF,apparel,germany
2023-09-19 00:00:00-04:00,245,245.1199951,241.4600067,243.5599976,4709000,0,0,visa,V,finance,usa
2023-09-19 00:00:00-04:00,531.3499756,542.4000244,529.4699707,541.6900024,2385800,0,0,adobe,ADBE,technology,usa
2023-09-19 00:00:00-04:00,49.93999863,50.63000107,49.36999893,49.79999924,17971800,0,0,block,SQ,financial services,usa
2023-09-19 00:00:00-04:00,50.56000137,50.65999985,50.29999924,50.49000168,1421900,0,0,unilever,UL,consumer goods,netherlands
2023-09-19 00:00:00-04:00,56.18000031,56.20999908,55.45999908,55.84000015,10748500,0,0,cisco,CSCO,technology,usa
2023-09-19 00:00:00-04:00,149.5,149.7200012,147.2100067,148.9299927,7943400,0,0,jpmorgan chase & co,JPM,finance,usa
2023-09-19 00:00:00-04:00,156.9299927,158.2299957,156.1300049,158.0500031,155200,0,0,lvmh,LVMUY,luxury goods,france
2023-09-19 00:00:00-04:00,141.8600006,142.5700073,139.7700043,141.8500061,6674100,0,0,airbnb,ABNB,hospitality,usa
2023-09-19 00:00:00-04:00,200.5099945,200.6900024,196.9199982,198.5399933,2356300,0,0,marriott,MAR,hospitality,usa
2023-09-19 00:00:00-04:00,5.920000076,6.010000229,5.920000076,5.980000019,4100,0,0,ubisoft,UBSFY,gaming,france
2023-09-19 00:00:00-04:00,16.86000061,16.93000031,16.38999939,16.53000069,7495400,0,0,zoominfo,ZI,technology,usa
2023-09-19 00:00:00-04:00,194.4600067,195.6499939,194.1100006,195.0399933,468300,0,0,toyota,TM,automotive,japan
2023-09-19 00:00:00-04:00,152.9900055,153.2299957,151.5,152.1499939,1757900,0,0,hilton,HLT,hospitality,usa
2023-09-19 00:00:00-04:00,276.4400024,278.2600098,276.4400024,278.1300049,2128100,0,0,mcdonald's,MCD,food,usa
2023-09-19 00:00:00-04:00,315.9500122,316.9299927,312.3399963,314.6099854,2776500,0,0,the home depot,HD,retail,usa
2023-09-19 00:00:00-04:00,416.9599915,417.1000061,411.1000061,413.5299988,1730900,0,0,mastercard,MA,finance,usa
2023-09-19 00:00:00-04:00,162.25,162.8500061,161.3800049,162.1999969,5550800,0,0,johnson & johnson,JNJ,healthcare,usa
2023-09-19 00:00:00-04:00,46.40000153,47.75500107,46.20999908,47.59000015,19180200,0,0,uber,UBER,technology,usa
2023-09-19 00:00:00-04:00,153.75,154.0599976,151.7400055,153.6000061,4704200,0,0,procter & gamble,PG,consumer goods,usa
2023-09-19 00:00:00-04:00,82.15000153,82.40000153,77.76999664,78.12999725,7567400,0,0,coinbase,COIN,cryptocurrency,usa
2023-09-19 00:00:00-04:00,249,251.1900024,246.0500031,249.9900055,2217600,0,0,fedex,FDX,logistics,usa
2023-09-19 00:00:00-04:00,101.0100021,101.25,99.87000275,100.2300034,2669300,0,0,3m,MMM,manufacturing,usa
2023-09-19 00:00:00-04:00,14.47000027,14.61999989,14.32999992,14.53999996,3057500,0,0,nordstrom,JWN,retail,usa
2023-09-19 00:00:00-04:00,21.29999924,21.37999916,21.22999954,21.34000015,612700,0,0,philips,PHG,technology,netherlands
2023-09-19 00:00:00-04:00,17.94000053,18.25,17.88999939,18.14999962,2816100,0,0,foot locker,FL,footwear,usa
2023-09-18 00:00:00-04:00,5,5,4.610000134,4.630000114,12031500,0,0,peloton,PTON,fitness,usa
2023-09-18 00:00:00-04:00,395.5,399.4700012,392.6000061,394.3999939,4704700,0,0,netflix,NFLX,entertainment,usa
2023-09-18 00:00:00-04:00,558.1799927,564.1900024,557.4699707,562.7199707,1003100,0,0,costco,COST,retail,usa
2023-09-18 00:00:00-04:00,140.4799957,141.75,139.2200012,139.9799957,42823500,0,0,amazon,AMZN,e-commerce,usa
2023-09-18 00:00:00-04:00,176.4799957,179.3800049,176.1699982,177.9700012,67257600,0,0,apple,AAPL,technology,usa
2023-09-18 00:00:00-04:00,96,96.37000275,95.27999878,95.51000214,6946300,0,0,nike,NKE,apparel,usa
2023-09-18 00:00:00-04:00,122.9199982,122.9199982,118.5500031,119.3399963,5415200,0,0,target,TGT,retail,usa
2023-09-18 00:00:00-04:00,136.6100006,139.1600037,136.6100006,138.2100067,21861300,0,0,google,GOOGL,technology,usa
2023-09-18 00:00:00-04:00,157.3600006,160.1999969,155.5399933,159.2400055,1208800,0,0,spotify,SPOT,music,usa
2023-09-18 00:00:00-04:00,70.80999756,71.12000275,69.77999878,70.62999725,1958700,0,0,zoom video communications,ZM,technology,usa
2023-09-18 00:00:00-04:00,85.23999786,85.91999817,84.98000336,85.01999664,11894200,0,0,the walt disney company,DIS,entertainment,usa
2023-09-18 00:00:00-04:00,27.72500038,27.95000076,27.22599983,27.61000061,9491300,0,0,roblox,RBLX,gaming,usa
2023-09-18 00:00:00-04:00,10.5,10.64000034,10.5,10.64000034,502400,0,0,nintendo,NTDOY,gaming,japan
2023-09-18 00:00:00-04:00,39.58000183,39.83000183,38.72999954,38.88999939,8517700,0,0,delta air lines,DAL,aviation,usa
2023-09-18 00:00:00-04:00,327.7999878,330.3999939,326.3599854,329.0599976,16834200,0,0,microsoft,MSFT,technology,usa
2023-09-18 00:00:00-04:00,29.5,29.62000084,29.05999947,29.07999992,5292000,0,0,southwest airlines,LUV,aviation,usa
2023-09-18 00:00:00-04:00,15.27999973,15.28999996,14.43000031,14.47999954,5918600,0,0,american eagle outfitters,AEO,apparel,usa
2023-09-18 00:00:00-04:00,271.1600037,271.4400024,263.7600098,265.2799988,101543300,0,0,tesla,TSLA,automotive,usa
2023-09-18 00:00:00-04:00,96.30000305,96.97000122,96.08999634,96.76000214,4477500,0,0,starbucks,SBUX,food & beverage,usa
2023-09-18 00:00:00-04:00,427.480011,442.4200134,420,439.6600037,50027100,0,0,nvidia,NVDA,technology,usa
2023-09-18 00:00:00-04:00,214.5599976,216.3800049,214.1799927,215,4279400,0,0,salesforce / slack,CRM,technology,usa
2023-09-18 00:00:00-04:00,35.20999908,35.29000092,34.93999863,35.22000122,1272700,0,0,honda,HMC,automotive,japan
2023-09-18 00:00:00-04:00,73.40000153,74.11000061,72.84999847,73.84999847,4042700,0,0,colgate palmolive,CL,consumer goods,usa
2023-09-18 00:00:00-04:00,213.1199951,213.7200012,210.4900055,212.4600067,985100,0,0,hershey company,HSY,food & beverage,usa
2023-09-18 00:00:00-04:00,5.050000191,5.059999943,5.019999981,5.039999962,313800,0,0,porsche,POAHY,automotive,germany
2023-09-18 00:00:00-04:00,1901.800049,1945.920044,1901.800049,1938.359985,210200,0,0,chipotle,CMG,food,usa
2023-09-18 00:00:00-04:00,102.4700012,102.4700012,102.4700012,102.4700012,0,0,0,bmw group,BAMXF,automotive,germany
2023-09-18 00:00:00-04:00,25.75,25.85000038,25.19499969,25.39999962,10261100,0,0,pinterest,PINS,social media,usa
2023-09-18 00:00:00-04:00,71.52999878,71.91999817,71.16999817,71.58000183,356700,0,0,logitech,LOGI,technology,switzerland
2023-09-18 00:00:00-04:00,62.04000092,62.41999817,59.37099838,59.5,11516400,0,0,shopify,SHOP,e-commerce,canada
2023-09-18 00:00:00-04:00,87.76000214,88.98000336,86.62999725,87.62000275,1505900,0,0,crocs,CROX,footwear,usa
2023-09-18 00:00:00-04:00,100.8199997,102.9899979,99.44999695,102.3700027,49061300,0,0,amd,AMD,technology,usa
2023-09-18 00:00:00-04:00,57.97999954,58.34999847,57.63000107,58.29999924,13617400,0,0,the coca-cola company,KO,food & beverage,usa
2023-09-18 00:00:00-04:00,91.40000153,91.48999786,90.16000366,90.44000244,23800,0,0,adidas,ADDYY,apparel,germany
2023-09-18 00:00:00-04:00,163.7899933,163.9499969,159.3500061,159.6300049,2413400,0,0,american express,AXP,finance,usa
2023-09-18 00:00:00-04:00,66.30200195,66.30200195,66.30200195,66.30200195,0,0,0,puma,PMMAF,apparel,germany
2023-09-18 00:00:00-04:00,240.9400024,245.2299957,240.7700043,244.6600037,4771600,0,0,visa,V,finance,usa
2023-09-18 00:00:00-04:00,524.2299805,533.9799805,522.1799927,532.4199829,2650700,0,0,adobe,ADBE,technology,usa
2023-09-18 00:00:00-04:00,52.81000137,52.81000137,51.24000168,51.25,11564000,0,0,block,SQ,financial services,usa
2023-09-18 00:00:00-04:00,50.81999969,50.97000122,50.58000183,50.79000092,1093900,0,0,unilever,UL,consumer goods,netherlands
2023-09-18 00:00:00-04:00,56.00999832,56.27999878,55.83000183,56.11000061,11825000,0,0,cisco,CSCO,technology,usa
2023-09-18 00:00:00-04:00,148.1600037,149.1399994,147.75,149.1199951,6512400,0,0,jpmorgan chase & co,JPM,finance,usa
2023-09-18 00:00:00-04:00,158.3300018,159.0599976,157.9100037,158.4499969,160700,0,0,lvmh,LVMUY,luxury goods,france
2023-09-18 00:00:00-04:00,141.9299927,144.3999939,141.1900024,142.5500031,7351400,0,0,airbnb,ABNB,hospitality,usa
2023-09-18 00:00:00-04:00,202.6000061,203.6499939,200.5700073,200.6799927,1700800,0,0,marriott,MAR,hospitality,usa
2023-09-18 00:00:00-04:00,5.909999847,5.920000076,5.860000134,5.860000134,7800,0,0,ubisoft,UBSFY,gaming,france
2023-09-18 00:00:00-04:00,17.21999931,17.49500084,17,17.03000069,7708400,0,0,zoominfo,ZI,technology,usa
2023-09-18 00:00:00-04:00,188.6600037,189.0500031,187.75,188.9600067,211200,0,0,toyota,TM,automotive,japan
2023-09-18 00:00:00-04:00,154.0200043,155.1999969,153.2299957,153.3600006,1142200,0,0,hilton,HLT,hospitality,usa
2023-09-18 00:00:00-04:00,278.7200012,280.269989,276.9299927,277.7200012,2884800,0,0,mcdonald's,MCD,food,usa
2023-09-18 00:00:00-04:00,320.1600037,321.6499939,316.9100037,317.2600098,2740400,0,0,the home depot,HD,retail,usa
2023-09-18 00:00:00-04:00,413.8800049,417.8900146,413.0400085,417.1300049,1808000,0,0,mastercard,MA,finance,usa
2023-09-18 00:00:00-04:00,162.1199951,163.1499939,160.75,162.4700012,5789000,0,0,johnson & johnson,JNJ,healthcare,usa
2023-09-18 00:00:00-04:00,47.29999924,47.34799957,46.47999954,46.50999832,15025500,0,0,uber,UBER,technology,usa
2023-09-18 00:00:00-04:00,154.4499969,154.4799957,153.5099945,154.0500031,3536500,0,0,procter & gamble,PG,consumer goods,usa
2023-09-18 00:00:00-04:00,83.80000305,84.34999847,81.22000122,81.61000061,6246700,0,0,coinbase,COIN,cryptocurrency,usa
2023-09-18 00:00:00-04:00,253.7899933,254.6900024,249.0599976,249.3000031,1780500,0,0,fedex,FDX,logistics,usa
2023-09-18 00:00:00-04:00,101.0599976,101.9000015,100.1100006,101.0400009,4298500,0,0,3m,MMM,manufacturing,usa
2023-09-18 00:00:00-04:00,14.68000031,14.77999973,14.32999992,14.52999973,3367700,0,0,nordstrom,JWN,retail,usa
2023-09-18 00:00:00-04:00,21.36000061,21.42000008,21.25,21.37999916,426600,0,0,philips,PHG,technology,netherlands
2023-09-18 00:00:00-04:00,18,18.14999962,17.71999931,17.87000084,4715300,0,0,foot locker,FL,footwear,usa
2023-09-15 00:00:00-04:00,5.110000134,5.127200127,4.960000038,5.039999962,10871749,0,0,peloton,PTON,fitness,usa
2023-09-15 00:00:00-04:00,401,404.699707,395.0300903,396.9400024,9116745,0,0,netflix,NFLX,entertainment,usa
2023-09-15 00:00:00-04:00,565.3300171,565.4349976,555.539978,556.3599854,2945317,0,0,costco,COST,retail,usa
2023-09-15 00:00:00-04:00,142.6900024,143.5700073,140.0950012,140.3899994,102909327,0,0,amazon,AMZN,e-commerce,usa
2023-09-15 00:00:00-04:00,176.4799957,176.4949951,173.8200073,175.0099945,109259461,0,0,apple,AAPL,technology,usa
2023-09-15 00:00:00-04:00,98.15000153,98.15000153,96.12999725,96.26000214,10467337,0,0,nike,NKE,apparel,usa
2023-09-15 00:00:00-04:00,124.7600021,125.0999985,122.7200012,123.0500031,4919837,0,0,target,TGT,retail,usa
2023-09-15 00:00:00-04:00,137.9799957,138.5,136.4799957,137.3999939,38919614,0,0,google,GOOGL,technology,usa
2023-09-15 00:00:00-04:00,156.6799927,158.6600037,153.9100037,158.5800018,1497775,0,0,spotify,SPOT,music,usa
2023-09-15 00:00:00-04:00,71.56999969,72.44999695,70.65100098,71.11000061,6239299,0,0,zoom video communications,ZM,technology,usa
2023-09-15 00:00:00-04:00,85.22000122,86.19000244,84.61000061,85.58000183,21631240,0,0,the walt disney company,DIS,entertainment,usa
2023-09-15 00:00:00-04:00,27.97999954,28.54999924,27.67000008,27.90999985,20289140,0,0,roblox,RBLX,gaming,usa
2023-09-15 00:00:00-04:00,10.69999981,10.72000027,10.60999966,10.61999989,1022065,0,0,nintendo,NTDOY,gaming,japan
2023-09-15 00:00:00-04:00,39.29999924,40.11000061,39.11000061,39.90000153,9842316,0,0,delta air lines,DAL,aviation,usa
2023-09-15 00:00:00-04:00,336.9200134,337.3974915,329.6499939,330.2200012,37679792,0,0,microsoft,MSFT,technology,usa
2023-09-15 00:00:00-04:00,28.87000084,29.73999977,28.80999947,29.69000053,8547518,0,0,southwest airlines,LUV,aviation,usa
2023-09-15 00:00:00-04:00,15.26000023,15.51000023,15.17500019,15.40999985,12924083,0,0,american eagle outfitters,AEO,apparel,usa
2023-09-15 00:00:00-04:00,277.5499878,278.9700012,271.0299988,274.3900146,133692313,0,0,tesla,TSLA,automotive,usa
2023-09-15 00:00:00-04:00,97.25,97.47000122,96.05000305,96.23000336,8767575,0,0,starbucks,SBUX,food & beverage,usa
2023-09-15 00:00:00-04:00,453.4100037,455.9899902,438.0799866,439,50683051,0,0,nvidia,NVDA,technology,usa
2023-09-15 00:00:00-04:00,218.8699951,219.1898956,213.4600067,214.6100006,9939044,0,0,salesforce / slack,CRM,technology,usa
2023-09-15 00:00:00-04:00,35.49000168,35.67499924,35.29000092,35.34000015,791621,0,0,honda,HMC,automotive,japan
2023-09-15 00:00:00-04:00,73.29000092,73.79000092,72.91999817,73.16999817,5597119,0,0,colgate palmolive,CL,consumer goods,usa
2023-09-15 00:00:00-04:00,211.8200073,213.8549957,211.2400055,212.3600006,2600953,0,0,hershey company,HSY,food & beverage,usa
2023-09-15 00:00:00-04:00,5.159999847,5.199999809,5.150000095,5.170000076,514274,0,0,porsche,POAHY,automotive,germany
2023-09-15 00:00:00-04:00,1928.51001,1928.51001,1903.670044,1912.5,247268,0,0,chipotle,CMG,food,usa
2023-09-15 00:00:00-04:00,25.98999977,26.07999992,25.37999916,25.70999908,11111396,0,0,pinterest,PINS,social media,usa
2023-09-15 00:00:00-04:00,70.72000122,72.06999969,70.72000122,71.52999878,1013144,0,0,logitech,LOGI,technology,switzerland
2023-09-15 00:00:00-04:00,63.31000137,63.49000168,61.91999817,62.38000107,8627234,0,0,shopify,SHOP,e-commerce,canada
2023-09-15 00:00:00-04:00,90.11000061,90.58000183,87.26999664,87.98999786,3329759,0,0,crocs,CROX,footwear,usa
2023-09-15 00:00:00-04:00,106.0699997,106.75,101.2799988,101.4899979,71103616,0,0,amd,AMD,technology,usa
2023-09-15 00:00:00-04:00,58.40999985,58.63499832,57.75,57.93999863,55727509,0,0,the coca-cola company,KO,food & beverage,usa
2023-09-15 00:00:00-04:00,92.27999878,92.94000244,91.84500122,92.58999634,42289,0,0,adidas,ADDYY,apparel,germany
